Date,Time,Ozone,Status,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Station
01/01/2022,01:00:00,32.26382,V ugm-3,16.69791,V ugm-3,28.56509,V ugm-3,54.1682,V ugm-3,19.85,V ugm-3 (FIDAS),15.778,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,02:00:00,38.11787,V ugm-3,9.55518,V ugm-3,18.00917,V ugm-3,32.66024,V ugm-3,13.225,V ugm-3 (FIDAS),9.717,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,03:00:00,45.20261,V ugm-3,5.46348,V ugm-3,10.95822,V ugm-3,19.33544,V ugm-3,14.95,V ugm-3 (FIDAS),10.307,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,04:00:00,40.51271,V ugm-3,5.88921,V ugm-3,14.32461,V ugm-3,23.35461,V ugm-3,16.325,V ugm-3 (FIDAS),11.415,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,05:00:00,41.71013,V ugm-3,5.07323,V ugm-3,11.9911,V ugm-3,19.76995,V ugm-3,15.275,V ugm-3 (FIDAS),10.236,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,06:00:00,43.95529,V ugm-3,3.65415,V ugm-3,8.30119,V ugm-3,13.90414,V ugm-3,13.95,V ugm-3 (FIDAS),9.859,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,07:00:00,42.15916,V ugm-3,4.22178,V ugm-3,10.85255,V ugm-3,17.32586,V ugm-3,14.525,V ugm-3 (FIDAS),9.623,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,08:00:00,36.47142,V ugm-3,5.53444,V ugm-3,15.03153,V ugm-3,23.51754,V ugm-3,14.075,V ugm-3 (FIDAS),8.797,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,09:00:00,39.01594,V ugm-3,5.60539,V ugm-3,13.18472,V ugm-3,21.77953,V ugm-3,13.375,V ugm-3 (FIDAS),8.255,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,10:00:00,46.40003,V ugm-3,3.2639,V ugm-3,7.32449,V ugm-3,12.32906,V ugm-3,15.1,V ugm-3 (FIDAS),8.774,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,11:00:00,46.10067,V ugm-3,3.90249,V ugm-3,7.59453,V ugm-3,13.57826,V ugm-3,16.475,V ugm-3 (FIDAS),9.693,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,12:00:00,44.95314,V ugm-3,4.57655,V ugm-3,9.33094,V ugm-3,16.34822,V ugm-3,17.8,V ugm-3 (FIDAS),10.802,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,13:00:00,43.60605,V ugm-3,5.49896,V ugm-3,11.88146,V ugm-3,20.31308,V ugm-3,21.375,V ugm-3 (FIDAS),12.524,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,14:00:00,45.85121,V ugm-3,7.13091,V ugm-3,12.31207,V ugm-3,23.24598,V ugm-3,22.075,V ugm-3 (FIDAS),13.184,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,15:00:00,44.6039,V ugm-3,7.80497,V ugm-3,13.99417,V ugm-3,25.96163,V ugm-3,22.55,V ugm-3 (FIDAS),13.538,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,16:00:00,48.34583,V ugm-3,8.76286,V ugm-3,15.24109,V ugm-3,28.67728,V ugm-3,21.475,V ugm-3 (FIDAS),12.995,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,17:00:00,54.73207,V ugm-3,7.13091,V ugm-3,15.73379,V ugm-3,26.6677,V ugm-3,19.475,V ugm-3 (FIDAS),12.17,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,18:00:00,52.98584,V ugm-3,9.0112,V ugm-3,17.14145,V ugm-3,30.95843,V ugm-3,19.925,V ugm-3 (FIDAS),12.783,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,19:00:00,34.52561,V ugm-3,14.7585,V ugm-3,27.77312,V ugm-3,50.4025,V ugm-3,24.475,V ugm-3 (FIDAS),15.731,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,20:00:00,45.9011,V ugm-3,8.79833,V ugm-3,20.02055,V ugm-3,33.51114,V ugm-3,24.325,V ugm-3 (FIDAS),15.377,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,21:00:00,43.45637,V ugm-3,12.02676,V ugm-3,23.86909,V ugm-3,42.30985,V ugm-3,22.975,V ugm-3 (FIDAS),14.623,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,22:00:00,35.22411,V ugm-3,18.44812,V ugm-3,33.63014,V ugm-3,61.91686,V ugm-3,22.45,V ugm-3 (FIDAS),14.788,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,23:00:00,37.31959,V ugm-3,15.78733,V ugm-3,33.20197,V ugm-3,57.40888,V ugm-3,22.175,V ugm-3 (FIDAS),14.269,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
01/01/2022,24:00:00,46.79917,V ugm-3,9.22406,V ugm-3,20.34542,V ugm-3,34.48878,V ugm-3,21.35,V ugm-3 (FIDAS),13.797,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,01:00:00,51.08992,V ugm-3,7.86167,V ugm-3,14.62989,V ugm-3,26.68428,V ugm-3,20.475,V ugm-3 (FIDAS),13.066,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,02:00:00,49.16074,V ugm-3,7.15128,V ugm-3,16.51677,V ugm-3,27.48191,V ugm-3,20.05,V ugm-3 (FIDAS),12.642,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,03:00:00,53.48476,V ugm-3,4.26235,V ugm-3,11.68303,V ugm-3,18.21855,V ugm-3,18.375,V ugm-3 (FIDAS),11.981,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,04:00:00,55.08132,V ugm-3,4.19131,V ugm-3,12.17264,V ugm-3,18.59924,V ugm-3,14.85,V ugm-3 (FIDAS),9.953,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,05:00:00,72.29423,V ugm-3,0.88799,V ugm-3,4.29434,V ugm-3,5.65591,V ugm-3,5.5,V ugm-3 (FIDAS),3.231,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,06:00:00,70.44821,V ugm-3,1.42078,V ugm-3,6.57728,V ugm-3,8.75578,V ugm-3,3.025,V ugm-3 (FIDAS),1.604,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,07:00:00,64.61079,V ugm-3,2.34429,V ugm-3,10.16455,V ugm-3,13.75908,V ugm-3,2.75,V ugm-3 (FIDAS),1.297,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,08:00:00,69.35058,V ugm-3,2.23773,V ugm-3,7.82629,V ugm-3,11.25743,V ugm-3,2.75,V ugm-3 (FIDAS),1.627,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,09:00:00,65.80821,V ugm-3,4.43995,V ugm-3,11.79141,V ugm-3,18.59924,V ugm-3,3.625,V ugm-3 (FIDAS),1.816,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,10:00:00,56.17896,V ugm-3,6.74872,V ugm-3,18.20356,V ugm-3,28.55146,V ugm-3,3.95,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,11:00:00,51.73852,V ugm-3,9.37717,V ugm-3,20.2643,V ugm-3,34.64243,V ugm-3,6.475,V ugm-3 (FIDAS),3.42,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,12:00:00,53.2353,V ugm-3,9.30613,V ugm-3,20.37323,V ugm-3,34.64243,V ugm-3,8.175,V ugm-3 (FIDAS),4.41,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,13:00:00,53.78412,V ugm-3,16.90733,V ugm-3,21.28086,V ugm-3,47.20507,V ugm-3,8.8,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,14:00:00,45.15271,V ugm-3,17.33357,V ugm-3,31.72159,V ugm-3,58.29935,V ugm-3,8.975,V ugm-3 (FIDAS),4.67,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,15:00:00,53.18541,V ugm-3,11.79251,V ugm-3,21.61853,V ugm-3,39.70012,V ugm-3,6.675,V ugm-3 (FIDAS),3.726,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,16:00:00,59.62154,V ugm-3,9.19958,V ugm-3,18.41565,V ugm-3,32.52147,V ugm-3,4.75,V ugm-3 (FIDAS),2.995,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,17:00:00,60.86885,V ugm-3,12.07666,V ugm-3,22.43365,V ugm-3,40.95094,V ugm-3,5.15,V ugm-3 (FIDAS),2.759,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,18:00:00,59.92089,V ugm-3,11.50835,V ugm-3,19.55258,V ugm-3,37.19847,V ugm-3,8.85,V ugm-3 (FIDAS),4.575,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,19:00:00,61.36778,V ugm-3,9.12854,V ugm-3,21.29814,V ugm-3,35.29504,V ugm-3,11.1,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,20:00:00,68.70197,V ugm-3,6.64217,V ugm-3,15.21269,V ugm-3,25.3972,V ugm-3,11.6,V ugm-3 (FIDAS),6.509,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,21:00:00,67.70412,V ugm-3,6.25145,V ugm-3,12.54875,V ugm-3,22.13418,V ugm-3,14.475,V ugm-3 (FIDAS),8.255,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,22:00:00,69.10111,V ugm-3,4.86619,V ugm-3,8.52744,V ugm-3,15.98882,V ugm-3,16.25,V ugm-3 (FIDAS),9.033,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,23:00:00,67.50455,V ugm-3,6.35801,V ugm-3,12.82044,V ugm-3,22.56925,V ugm-3,15.75,V ugm-3 (FIDAS),8.844,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
02/01/2022,24:00:00,70.34843,V ugm-3,3.65852,V ugm-3,7.87751,V ugm-3,13.48716,V ugm-3,16.3,V ugm-3 (FIDAS),9.127,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,01:00:00,72.44391,V ugm-3,3.17688,V ugm-3,5.14847,V ugm-3,10.01961,V ugm-3,13.975,V ugm-3 (FIDAS),7.901,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,02:00:00,75.10484,V ugm-3,1.80181,V ugm-3,3.33616,V ugm-3,6.0989,V ugm-3,12.85,V ugm-3 (FIDAS),7.359,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,03:00:00,75.43746,V ugm-3,1.20911,V ugm-3,2.66577,V ugm-3,4.51972,V ugm-3,8.85,V ugm-3 (FIDAS),5.118,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,04:00:00,74.14026,V ugm-3,0.96018,V ugm-3,2.72074,V ugm-3,4.19299,V ugm-3,14.95,V ugm-3 (FIDAS),8.184,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,05:00:00,74.33983,V ugm-3,1.52917,V ugm-3,2.93739,V ugm-3,5.28208,V ugm-3,15.8,V ugm-3 (FIDAS),8.255,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,06:00:00,68.90154,V ugm-3,3.44952,V ugm-3,7.88878,V ugm-3,13.17797,V ugm-3,15.425,V ugm-3 (FIDAS),7.995,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,07:00:00,70.04907,V ugm-3,3.02277,V ugm-3,7.1273,V ugm-3,11.76215,V ugm-3,14.9,V ugm-3 (FIDAS),7.877,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,08:00:00,71.94499,V ugm-3,3.91183,V ugm-3,10.12046,V ugm-3,16.11851,V ugm-3,9.575,V ugm-3 (FIDAS),4.953,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,09:00:00,43.70583,V ugm-3,12.58896,V ugm-3,33.2457,V ugm-3,52.54851,V ugm-3,14.475,V ugm-3 (FIDAS),7.406,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,10:00:00,53.2353,V ugm-3,10.88199,V ugm-3,24.04643,V ugm-3,40.7319,V ugm-3,18.05,V ugm-3 (FIDAS),8.892,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,11:00:00,51.08992,V ugm-3,15.43393,V ugm-3,26.26968,V ugm-3,49.9347,V ugm-3,13.025,V ugm-3 (FIDAS),7.217,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,12:00:00,45.40218,V ugm-3,15.50505,V ugm-3,34.70996,V ugm-3,58.48404,V ugm-3,12.975,V ugm-3 (FIDAS),6.981,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,13:00:00,58.12476,V ugm-3,10.98867,V ugm-3,20.12549,V ugm-3,36.97455,V ugm-3,14.9,V ugm-3 (FIDAS),8.208,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,14:00:00,61.16821,V ugm-3,10.88199,V ugm-3,19.19998,V ugm-3,35.88546,V ugm-3,12.1,V ugm-3 (FIDAS),6.651,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,15:00:00,63.46326,V ugm-3,12.58896,V ugm-3,23.87954,V ugm-3,43.18235,V ugm-3,5.2,V ugm-3 (FIDAS),3.184,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,16:00:00,59.17251,V ugm-3,13.26464,V ugm-3,23.00688,V ugm-3,43.34572,V ugm-3,8.1,V ugm-3 (FIDAS),4.292,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,17:00:00,37.16991,V ugm-3,19.02569,V ugm-3,42.10851,V ugm-3,71.28083,V ugm-3,14.45,V ugm-3 (FIDAS),7.594,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,18:00:00,23.49937,V ugm-3,22.04847,V ugm-3,56.36934,V ugm-3,90.17651,V ugm-3,15.2,V ugm-3 (FIDAS),9.08,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,19:00:00,16.96345,V ugm-3,38.08695,V ugm-3,63.63317,V ugm-3,122.03235,V ugm-3,20.625,V ugm-3 (FIDAS),11.863,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,20:00:00,35.07443,V ugm-3,26.84934,V ugm-3,47.91901,V ugm-3,89.08743,V ugm-3,15.4,V ugm-3 (FIDAS),9.033,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,21:00:00,33.2783,V ugm-3,21.5506,V ugm-3,44.39039,V ugm-3,77.43418,V ugm-3,13.75,V ugm-3 (FIDAS),8.373,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,22:00:00,28.43873,V ugm-3,30.04993,V ugm-3,45.46196,V ugm-3,91.53788,V ugm-3,13.95,V ugm-3 (FIDAS),8.75,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,23:00:00,35.12432,V ugm-3,17.31872,V ugm-3,36.99331,V ugm-3,63.5483,V ugm-3,13.25,V ugm-3 (FIDAS),7.689,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
03/01/2022,24:00:00,27.24131,V ugm-3,24.89343,V ugm-3,43.13105,V ugm-3,81.30044,V ugm-3,13.775,V ugm-3 (FIDAS),7.972,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,01:00:00,27.40761,V ugm-3,18.65675,V ugm-3,41.33092,V ugm-3,69.93754,V ugm-3,14.325,V ugm-3 (FIDAS),8.255,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,02:00:00,37.25307,V ugm-3,6.17145,V ugm-3,20.78051,V ugm-3,30.24326,V ugm-3,14.6,V ugm-3 (FIDAS),8.585,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,03:00:00,38.6168,V ugm-3,4.87782,V ugm-3,14.93061,V ugm-3,22.40982,V ugm-3,12.35,V ugm-3 (FIDAS),7.689,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,04:00:00,42.90755,V ugm-3,4.62858,V ugm-3,22.3465,V ugm-3,29.44356,V ugm-3,12.75,V ugm-3 (FIDAS),6.203,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,05:00:00,40.16346,V ugm-3,10.11168,V ugm-3,31.00557,V ugm-3,46.50992,V ugm-3,11.75,V ugm-3 (FIDAS),7.736,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,06:00:00,43.10712,V ugm-3,3.66726,V ugm-3,17.33201,V ugm-3,22.95507,V ugm-3,6.2,V ugm-3 (FIDAS),5.283,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,07:00:00,42.5583,V ugm-3,3.84529,V ugm-3,21.53011,V ugm-3,27.42613,V ugm-3,2.5,V ugm-3 (FIDAS),1.91,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,08:00:00,39.2654,V ugm-3,7.29892,V ugm-3,30.52019,V ugm-3,41.71171,V ugm-3,3.375,V ugm-3 (FIDAS),1.934,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,09:00:00,28.43873,V ugm-3,14.84707,V ugm-3,40.97466,V ugm-3,63.73985,V ugm-3,4.45,V ugm-3 (FIDAS),2.17,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,10:00:00,24.94625,V ugm-3,20.04533,V ugm-3,43.52746,V ugm-3,74.2632,V ugm-3,6.4,V ugm-3 (FIDAS),4.222,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,11:00:00,29.83572,V ugm-3,24.78073,V ugm-3,40.24695,V ugm-3,78.24353,V ugm-3,6.1,V ugm-3 (FIDAS),3.609,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,12:00:00,36.17206,V ugm-3,28.66161,V ugm-3,38.27667,V ugm-3,82.22386,V ugm-3,9.225,V ugm-3 (FIDAS),4.764,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,13:00:00,40.81206,V ugm-3,20.43698,V ugm-3,30.60426,V ugm-3,61.94052,V ugm-3,15.025,V ugm-3 (FIDAS),5.873,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,14:00:00,40.86196,V ugm-3,21.29149,V ugm-3,29.73024,V ugm-3,62.37672,V ugm-3,15.425,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,15:00:00,38.91615,V ugm-3,20.6506,V ugm-3,32.78486,V ugm-3,64.44868,V ugm-3,20.125,V ugm-3 (FIDAS),7.783,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,16:00:00,38.11787,V ugm-3,22.75127,V ugm-3,35.2345,V ugm-3,70.11929,V ugm-3,20.4,V ugm-3 (FIDAS),8.514,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,17:00:00,23.15012,V ugm-3,40.23307,V ugm-3,58.64706,V ugm-3,120.33691,V ugm-3,25.725,V ugm-3 (FIDAS),10.472,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,18:00:00,18.26066,V ugm-3,41.58605,V ugm-3,67.36851,V ugm-3,131.13288,V ugm-3,23.25,V ugm-3 (FIDAS),11.439,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,19:00:00,28.13937,V ugm-3,21.57632,V ugm-3,45.32388,V ugm-3,78.40711,V ugm-3,16,V ugm-3 (FIDAS),9.104,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,20:00:00,39.31529,V ugm-3,21.14907,V ugm-3,34.63777,V ugm-3,67.06588,V ugm-3,10.35,V ugm-3 (FIDAS),5.967,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,21:00:00,50.04218,V ugm-3,12.17674,V ugm-3,27.07583,V ugm-3,45.74657,V ugm-3,7.2,V ugm-3 (FIDAS),4.976,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,22:00:00,43.30669,V ugm-3,9.72003,V ugm-3,31.27894,V ugm-3,46.18277,V ugm-3,5.675,V ugm-3 (FIDAS),3.986,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,23:00:00,38.36733,V ugm-3,11.92751,V ugm-3,34.70982,V ugm-3,52.9984,V ugm-3,6.75,V ugm-3 (FIDAS),4.481,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
04/01/2022,24:00:00,43.70583,V ugm-3,8.43826,V ugm-3,30.95422,V ugm-3,43.89271,V ugm-3,7.8,V ugm-3 (FIDAS),4.859,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,01:00:00,50.42469,V ugm-3,6.13127,V ugm-3,23.28353,V ugm-3,32.68468,V ugm-3,8.85,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,02:00:00,52.02125,V ugm-3,4.51528,V ugm-3,21.02972,V ugm-3,27.95305,V ugm-3,9.625,V ugm-3 (FIDAS),5.401,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,03:00:00,53.03573,V ugm-3,4.88363,V ugm-3,22.0482,V ugm-3,29.53633,V ugm-3,10.075,V ugm-3 (FIDAS),5.66,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,04:00:00,53.38498,V ugm-3,4.84798,V ugm-3,24.45048,V ugm-3,31.88395,V ugm-3,8.475,V ugm-3 (FIDAS),5.118,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,05:00:00,48.49551,V ugm-3,7.62844,V ugm-3,26.46568,V ugm-3,38.16246,V ugm-3,9.575,V ugm-3 (FIDAS),5.708,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,06:00:00,49.79272,V ugm-3,12.33384,V ugm-3,35.62958,V ugm-3,54.5412,V ugm-3,10.65,V ugm-3 (FIDAS),6.156,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,07:00:00,38.26755,V ugm-3,25.41627,V ugm-3,49.09196,V ugm-3,88.06303,V ugm-3,10.775,V ugm-3 (FIDAS),6.91,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,08:00:00,26.14367,V ugm-3,42.20597,V ugm-3,67.40691,V ugm-3,132.12183,V ugm-3,12.725,V ugm-3 (FIDAS),7.547,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,09:00:00,22.6512,V ugm-3,43.23973,V ugm-3,59.8163,V ugm-3,126.1163,V ugm-3,14.5,V ugm-3 (FIDAS),8.09,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,10:00:00,27.24131,V ugm-3,32.79518,V ugm-3,52.24567,V ugm-3,102.53091,V ugm-3,15.8,V ugm-3 (FIDAS),7.642,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,11:00:00,31.78152,V ugm-3,34.22106,V ugm-3,52.46157,V ugm-3,104.93313,V ugm-3,14.425,V ugm-3 (FIDAS),8.16,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,12:00:00,37.16991,V ugm-3,29.6226,V ugm-3,44.44399,V ugm-3,89.86469,V ugm-3,18.15,V ugm-3 (FIDAS),8.113,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,13:00:00,37.96819,V ugm-3,32.51001,V ugm-3,40.45347,V ugm-3,90.30145,V ugm-3,30.825,V ugm-3 (FIDAS),9.929,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,14:00:00,39.21551,V ugm-3,25.30933,V ugm-3,37.29946,V ugm-3,76.10654,V ugm-3,26.075,V ugm-3 (FIDAS),8.491,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,15:00:00,30.53421,V ugm-3,36.96587,V ugm-3,48.74427,V ugm-3,105.42449,V ugm-3,31.75,V ugm-3 (FIDAS),10.259,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,16:00:00,24.34754,V ugm-3,34.54188,V ugm-3,52.89778,V ugm-3,105.86126,V ugm-3,26.35,V ugm-3 (FIDAS),9.67,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,17:00:00,13.12173,V ugm-3,47.80254,V ugm-3,72.80215,V ugm-3,146.09836,V ugm-3,19.8,V ugm-3 (FIDAS),9.811,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,18:00:00,8.48173,V ugm-3,50.26218,V ugm-3,79.02179,V ugm-3,156.08939,V ugm-3,17.2,V ugm-3 (FIDAS),10.259,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,19:00:00,7.73334,V ugm-3,44.91514,V ugm-3,77.93918,V ugm-3,146.8081,V ugm-3,18.575,V ugm-3 (FIDAS),10.92,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,20:00:00,5.13893,V ugm-3,55.53793,V ugm-3,86.05546,V ugm-3,171.21243,V ugm-3,19.4,V ugm-3 (FIDAS),12.335,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,21:00:00,7.63355,V ugm-3,43.70314,V ugm-3,79.36079,V ugm-3,146.37134,V ugm-3,22.1,V ugm-3 (FIDAS),14.198,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,22:00:00,2.49463,V ugm-3,69.97493,V ugm-3,77.45878,V ugm-3,184.75218,V ugm-3,21.325,V ugm-3 (FIDAS),15.047,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,23:00:00,2.09549,V ugm-3,112.10961,V ugm-3,77.38541,V ugm-3,249.28442,V ugm-3,22.55,V ugm-3 (FIDAS),17.123,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
05/01/2022,24:00:00,1.69635,V ugm-3,76.07056,V ugm-3,65.2733,V ugm-3,181.9132,V ugm-3,22.65,V ugm-3 (FIDAS),16.958,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
06/01/2022,01:00:00,2.99355,V ugm-3,87.55795,V ugm-3,60.50484,V ugm-3,194.75848,V ugm-3,19.8,V ugm-3 (FIDAS),15.236,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
06/01/2022,02:00:00,2.39484,V ugm-3,97.02753,V ugm-3,56.91831,V ugm-3,205.69178,V ugm-3,19.8,V ugm-3 (FIDAS),15.142,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
06/01/2022,03:00:00,4.09119,V ugm-3,27.80203,V ugm-3,44.8372,V ugm-3,87.46638,V ugm-3,17.875,V ugm-3 (FIDAS),13.774,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
06/01/2022,04:00:00,9.37979,V ugm-3,14.70403,V ugm-3,39.22728,V ugm-3,61.77313,V ugm-3,15.825,V ugm-3 (FIDAS),12.264,V ugm-3 (Ref.eq),Birmingham A4540 Roadside
